NAME,2019_population,2018_population,2017_population,2016_population,2015_population,2014_population,2013_population,2012_population,2011_population,2010_population,2009_population,2008_population,2007_population,2006_population,2005_population,2019_home_values,2018_home_values,2017_home_values,2016_home_values,2015_home_values,2014_home_values,2013_home_values,2012_home_values,2011_home_values,2010_home_values,2009_home_values,2008_home_values,2007_home_values,2006_home_values,2005_home_values
"Lafayette Parish, Louisiana",244390,242782,242485,241398,240098,235644,230845,227055,224390,222051,210954,206976,204843,203091,192448,192100,193500,188000,181100,172300,164200,163300,162500,165400,163100,156600,151500,154400,133300,122400
"Durham County, North Carolina",321488,316739,311640,306212,300952,294460,288133,279641,273392,268454,269706,262715,256500,246896,232573,248900,233300,227200,194800,195200,181900,179000,176600,181100,177400,183500,180900,174400,170200,159900
"Dorchester County, South Carolina",162809,160647,156456,153773,152478,148469,145397,142496,140892,137476,130417,127133,123505,118979,110552,226900,219400,203900,180300,176200,163000,171000,159100,176100,162900,176900,181200,167700,162200,140900
"Victoria County, Texas",92084,92035,92084,92467,92382,91081,90028,89269,87545,86878,87790,86755,86291,86191,84044,150500,144400,140300,145800,134100,123600,116600,110100,110300,111100,95400,100400,94800,89500,78100
"Nueces County, Texas",362294,362265,361221,361350,359715,356221,352107,347691,343281,340480,323046,322077,321135,321457,313465,153900,141100,138600,130800,122200,112500,107300,113300,109700,112700,107000,106600,101900,93500,82700
"Chatham County, Georgia",289430,289195,290501,289082,286956,283379,278434,276434,271544,265871,256992,251120,248469,241411,227915,201200,213400,192500,176200,176500,165900,174800,176700,165600,173100,187400,187700,175400,162300,141400
"Miami-Dade County, Florida",2716940,2761581,2751796,2712945,2693117,2662874,2617176,2591035,2554766,2505379,2500625,2398245,2387170,2402208,2329187,330500,317100,288100,265200,251900,216000,192500,181500,174700,207100,238500,294500,318100,308500,246500
"St. Johns County, Florida",264672,254261,243812,235087,226640,217919,209647,202188,195823,191323,187436,181540,175446,169224,159235,338700,324000,297600,296100,273000,248800,238400,225700,235900,255900,266300,321000,332900,307900,271600
"Madison County, Mississippi",106272,105630,104618,105114,103465,101688,100412,98468,96941,95552,93097,91369,89387,87419,82071,227300,221100,230500,214000,207300,205600,207200,205400,204300,187300,189500,191300,171900,167500,155800
"Arapahoe County, Colorado",656590,651215,643052,637068,631096,618821,607070,595546,584948,575022,565360,554282,545089,537197,524207,410500,392400,366300,319000,290800,257700,236400,230300,228100,226500,232600,238200,235500,235100,229400
"Adams County, Colorado",517421,511868,503167,498187,491337,480718,469193,459598,451443,443715,440994,430836,422495,414338,396032,358700,343400,308400,275100,240300,200600,191900,181700,182400,187900,191200,197100,199900,205700,200500
"Alameda County, California",1671329,1666753,1663190,1647704,1638215,1610921,1578891,1554720,1529875,1513952,1491482,1474368,1464202,1457426,1421308,882100,842000,781000,713600,656700,587600,518900,472900,480700,497200,507400,606700,651800,646800,597700
"Williamson County, Tennessee",238412,231729,226257,219107,211672,205226,198901,192911,188560,184035,176838,171452,166128,160781,152604,488600,462000,451400,427800,379900,352000,330800,350400,318800,324500,343300,336400,340200,314100,267700
"Alexandria city, Virginia",159428,160530,160035,155810,153511,150575,148892,146294,144301,140912,150006,143885,140024,136974,133479,572500,561800,573200,578500,541700,520300,462500,501200,477100,504200,458100,491100,555100,539200,490700
"Rutherford County, Tennessee",332285,324890,317157,308251,298612,288906,281029,274454,268921,263740,257048,249270,241462,228829,212434,259000,234300,216600,178400,168600,159500,159200,158800,158400,154200,161700,164700,156800,146800,140100
"Grand Forks County, North Dakota",69451,70770,70795,71083,70916,70138,69179,67472,66598,66991,66414,66585,66983,65435,59320,214800,208200,205100,199000,191900,154300,162400,156500,148900,148000,143800,141800,140800,125800,109700
"Monongalia County, West Virginia",105612,106420,105030,104622,104236,103463,102274,100332,98528,96791,90080,88221,87516,84752,77321,220400,199600,216800,191300,188800,154000,164800,163100,171700,151900,153600,149100,146700,128500,112200
"Orange County, Florida",1393452,1380645,1348975,1314367,1288126,1253001,1225267,1202234,1169107,1149500,1086480,1072801,1066113,1043500,1002849,266700,259000,234400,214000,190700,171100,158100,150200,155500,174200,205200,243400,263000,254300,201900
"Bexar County, Texas",2003554,1986049,1958578,1928680,1897753,1855866,1817610,1785704,1756153,1723780,1651448,1622899,1594493,1555592,1482598,185900,169700,160100,150200,142100,133500,126500,123000,122300,125300,119500,121300,113200,100300,94200
"Davidson County, Tennessee",694144,692587,691243,684410,678889,668347,658602,648295,635475,628133,635710,626144,619626,578698,549850,290400,277100,250200,213300,188200,171700,166100,166700,163800,172500,168900,167600,160500,155400,144100
"Wake County, North Carolina",1111761,1092305,1072203,1046791,1024198,998691,974289,952151,929780,906969,897214,866410,832970,786522,730138,316800,301900,276000,268400,252500,237400,224100,227400,225700,232800,231400,235000,213700,203500,190000
"District of Columbia, District of Columbia",705749,702455,693972,681170,672228,658893,646449,632323,617996,604453,599657,591833,588292,581530,515118,646500,617900,607200,576100,551300,486900,470500,460700,422400,426900,443700,474100,450900,437700,384400
"Larimer County, Colorado",356899,350518,343976,339993,333577,324122,315988,310487,305525,300637,298382,292825,287574,276253,264807,420100,398300,359800,339900,298100,269700,260100,243600,241500,247600,248200,246500,240100,244000,230900
"Matanuska-Susitna Borough, Alaska",108317,107610,106532,104365,101095,97882,95192,93925,91946,89737,88379,85458,82669,80480,75001,261800,251800,254000,244500,236100,227000,220700,223900,218000,209600,219800,218700,221000,194600,175000
"Collin County, Texas",1034730,1005146,969603,939585,914127,885241,854778,834642,812226,788407,791631,762010,730690,698851,655994,354100,340600,323500,288100,261800,232100,216200,206700,204000,203700,205000,205100,196800,191000,185300
"San Francisco County, California",881549,883305,884363,870887,864816,852469,837442,825863,812826,805463,815358,808976,764976,744041,719077,1217500,1195700,1104100,1024000,941400,846800,778000,727600,719800,768000,751600,824300,830700,806700,726700
"Charleston County, South Carolina",411406,405905,401438,396484,389262,381015,372803,365162,357704,351482,355276,348046,342973,331917,317770,342500,339900,330300,286000,278600,249700,232100,231800,227800,242400,244300,265100,244200,229800,199600
"Boulder County, Colorado",326196,326078,322514,322226,319372,313333,310048,305318,299378,295166,303482,293161,290262,282304,271934,592000,554100,504800,467600,416500,383100,349100,364100,344600,352800,340400,358600,342400,347000,344300
"Brazos County, Texas",229211,226758,222830,220417,215037,209152,203164,200665,197632,195693,179992,175122,170954,159006,143502,231900,231700,190600,187600,177000,161200,150100,157100,155000,138800,144300,151000,134400,121700,123400
"Canadian County, Oklahoma",148306,144447,139926,136532,133378,129582,126123,122560,119492,116237,109668,106079,103559,101335,96528,168700,163800,166600,163100,156000,146700,142300,138400,139400,135600,137000,133100,127500,118800,108800
"Arlington County, Virginia",236842,237521,234965,230050,229164,226908,224906,221045,216004,209457,217483,209969,204568,199776,191852,759000,707000,735100,678100,655000,604600,598200,580400,578100,587800,559000,587900,596600,589300,581900
"Montgomery County, Texas",607391,590925,570934,556203,537559,518947,499137,485047,471734,459018,447718,429953,412638,398290,376051,264200,245000,235400,225600,201300,187200,171300,167500,170600,159800,165300,163200,150400,144200,138600
"Mecklenburg County, North Carolina",1110356,1093901,1076837,1054835,1034070,1012539,990977,969031,944373,923427,913639,890515,867067,827445,780618,271500,253000,234100,221400,203700,189900,176600,178900,177300,187400,186900,200900,186400,172000,166500
"Guadalupe County, Texas",166847,163694,159659,155265,151249,147250,143183,139841,135757,132431,121432,117172,112777,108410,101236,224100,210200,190000,182300,173900,165900,162400,161000,154800,149500,152600,148000,142300,112800,114700
"Harris County, Texas",4713325,4698619,4652980,4589928,4538028,4441370,4336853,4253700,4180894,4110771,4070989,3984349,3935855,3886207,3647656,197400,187100,174000,166600,156000,142100,133100,130900,129200,132500,132400,136500,131700,126000,120300
"Gwinnett County, Georgia",936250,927781,920260,907135,895823,877922,859304,842046,824941,808719,808167,789499,776380,757104,719398,250200,232600,220000,194500,183200,172900,159300,159600,166400,180600,190300,206900,201800,193100,182800
"Williamson County, Texas",590551,566719,547545,528718,508514,489250,471014,456232,442782,426645,410686,394193,373363,353830,328421,300200,283000,272500,242000,227000,212300,187900,179600,176500,175100,175300,178600,170900,160400,157300
"Bay County, Florida",174705,185287,183563,183974,181635,178985,174987,171903,169856,169272,164767,163946,163984,163505,158141,203500,179200,171500,177700,165600,163200,142800,156600,156000,163600,167500,179900,185900,183000,155400
"Denton County, Texas",887207,859064,836210,806180,780612,753363,728799,707304,686406,667053,658616,636557,612357,584238,544511,314300,305200,280600,251400,224600,205000,190600,183800,180800,179800,180300,184900,179100,171700,163700
"Osceola County, Florida",375751,367990,352180,336015,323993,310211,298504,287416,276163,269837,270618,263676,255815,244045,229134,231500,218900,197900,184900,160700,138200,134800,113000,118500,129900,163000,207500,235300,235300,186900
"Johnson County, Iowa",151140,151260,149210,146547,144251,142287,139155,136317,133038,131225,131005,128094,125692,118038,108919,256500,236300,226400,238000,196900,205100,197100,187700,180500,190200,176100,182400,172900,171600,157300
"Story County, Iowa",97117,98105,97502,97090,96021,94073,92406,91140,89663,89575,87214,86754,84752,80145,70480,200000,191300,200300,173800,177400,167000,158100,165800,160500,159000,156200,154600,156500,147100,145100
"Lee County, Alabama",164542,163941,161604,158991,156993,154255,150933,147257,143468,140780,135883,133010,130516,125781,118664,183000,182700,160700,163400,169000,156000,138100,155400,157400,151900,137400,145700,135500,127600,111700
"Columbia County, Georgia",156714,154291,151579,147450,144052,139257,135416,131627,128112,124815,112958,110627,109100,106887,103069,238200,217500,201000,189800,185500,171800,173700,169000,162800,179200,177600,171100,164300,159500,149900
"Forsyth County, Georgia",244252,236612,227967,221009,212438,204302,195405,187928,181840,176738,174520,168060,158914,150968,139501,363700,351900,349500,323100,299200,276800,253100,249400,252400,262900,276500,284300,284400,270100,247400
"Travis County, Texas",1273954,1248743,1226698,1199323,1176558,1151145,1120954,1095584,1063130,1030806,1026158,998543,974365,921006,866349,362300,355200,321400,304100,277100,245600,231700,217600,217900,214100,215300,212300,195100,173200,171100
"Denver County, Colorado",727211,716492,704621,693060,682545,663862,649495,634265,619968,604414,610345,598707,588349,566974,545198,447500,435100,395100,360900,316700,283100,263900,251200,247800,250100,244600,246500,234500,236100,231900
"Loudoun County, Virginia",413538,406850,398080,385945,375629,363050,349679,336898,325405,315134,301171,289995,278797,268817,254612,556600,533500,508800,482700,477700,474600,438300,428500,426400,447100,442600,488700,544400,558800,519200
"Monroe County, Florida",74228,75027,77013,79077,77482,77136,76351,74809,73873,73269,73165,72243,73223,74737,75074,565400,541900,513700,464700,409900,417000,356200,357200,409500,387900,435100,538000,662200,657900,683200
"Cass County, North Dakota",181923,181516,177787,175249,171512,167005,162829,156157,152368,150230,143339,139918,137582,132525,126098,243800,230300,224800,203100,200500,179600,170600,161200,155900,155800,147100,150700,145700,142000,124400
"Natrona County, Wyoming",79858,79115,79547,81039,82178,81624,80973,78621,76366,75507,74508,73129,71750,70401,68203,225400,211000,206200,208800,206400,206600,187800,178600,165700,177000,182000,191200,170400,150500,127300
"McKinley County, New Mexico",71367,72290,72564,74923,76708,74098,73308,73016,73664,71797,70513,70724,70059,71875,71059,57400,76500,72300,68500,55000,56100,59600,83900,71400,60800,92300,81200,65600,67400,56400
"Fort Bend County, Texas",811688,787858,764828,741237,716087,685345,652365,627293,606953,590350,556870,532141,509822,493187,457225,285600,276900,264000,258800,239400,210400,194100,187000,180000,176100,180500,176800,168800,161600,153100
"Midland County, Texas",176832,172578,165049,162565,161077,155830,151468,146645,140308,136975,132316,129494,126408,124380,119720,263900,215300,202100,190400,198000,168100,162800,148900,141600,151000,124800,136500,111300,87800,85200
"Hays County, Texas",230191,222631,214485,204470,194739,185025,176026,168990,164050,158312,155545,149476,141480,130325,115030,268500,246900,234400,222500,203900,183400,191400,178900,162300,178500,172600,170200,174600,161800,149400
"Burleigh County, North Dakota",95626,95273,95030,94487,92991,90503,88457,85774,83145,81666,79822,78689,77316,75384,71020,275300,272400,266000,249700,245000,219500,207400,177600,162500,166800,160900,156300,144100,131100,117500
"Ector County, Texas",166223,162124,157087,157462,159436,153904,149378,144325,140111,137145,134625,131941,129570,127462,123331,164100,148000,149500,126700,126100,123700,91600,95500,90400,88000,90200,77900,70300,54000,53100
"Orleans Parish, Louisiana",390144,391006,393292,391495,389617,384320,378715,369250,360740,347858,354850,311853,239124,223388,437186,242900,242900,227800,219700,216800,192000,183100,178200,185400,176200,192600,194300,191000,208500,133700
